Name,X-Coordinate,Y-Coordinate,Tag,Rain Gage,Outlet,Area (ha),Width (m),Flow Length (m),Slope (%),Imperv. (%),N Imperv,N Perv,Dstore Imperv (mm),Dstore Perv (mm),Zero Imperv (%),Subarea Routing,Percent Routed (%),Curb Length
SD08424,178070.016,549828.9,도로,huff_2yr,J40,0.0157,12.548,12.512,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08425,178093.734,549830.7,도로,huff_2yr,J40,0.0029,5.417,5.354,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08431,178293.953,549813.8,도로,huff_2yr,J41,0.0174,13.189,13.193,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08432,178302.891,549818.1,도로,huff_2yr,J41,0.0334,18.275,18.276,0.434,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08447,178773.328,549815.938,도로,huff_2yr,J70,0.0229,15.129,15.136,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08448,178790.422,549816.938,도로,huff_2yr,J79,0.0794,28.187,28.169,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08450,178866.484,549810.563,도로,huff_2yr,J79,0.0027,5.219,5.173,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08451,178875.047,549817.063,도로,huff_2yr,J79,0.0471,21.694,21.711,0.431,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08455,179013.25,549815.563,도로,huff_2yr,J81,0.0232,15.23,15.233,0.431,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08456,179028.078,549817.063,도로,huff_2yr,J81,0.0652,25.541,25.528,0.431,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08509,177627.969,549795.6,도로,huff_2yr,J23,0.0239,15.469,15.45,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08510,177639.219,549797,도로,huff_2yr,J23,0.0033,5.762,5.727,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08517,177869.469,549787.563,도로,huff_2yr,J40,0.0458,21.41,21.392,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08518,177884.7,549791.063,도로,huff_2yr,J40,0.0237,15.409,15.381,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08519,177910.141,549801.2,도로,huff_2yr,J40,0.0007,2.651,2.641,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08531,178290.75,549785.4,도로,huff_2yr,J41,0.0376,19.403,19.378,0.412,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08532,178299.9,549790.1,도로,huff_2yr,J41,0.0142,11.908,11.925,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08547,178771.953,549785.8,도로,huff_2yr,J70,0.031,17.608,17.606,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08548,178788.891,549787.1,도로,huff_2yr,J70,0.07,26.467,26.448,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08550,178865.672,549788.3,도로,huff_2yr,J79,0.0072,8.456,8.515,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08551,178881.813,549787.3,도로,huff_2yr,J80,0.0726,26.95,26.939,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08552,178911.734,549782.7,도로,huff_2yr,J80,0.0642,25.334,25.341,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08553,178941.469,549780.1,도로,huff_2yr,J80,0.0501,22.39,22.376,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08554,178971.25,549777.8,도로,huff_2yr,J81,0.0364,19.089,19.069,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08555,179006.563,549782.9,도로,huff_2yr,J81,0.0486,22.038,22.053,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08556,179025.9,549787.4,도로,huff_2yr,J81,0.052,22.807,22.8,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08617,177872.031,549758,도로,huff_2yr,J40,0.0302,17.373,17.383,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08618,177882.156,549755.25,도로,huff_2yr,J40,0.029,17.042,17.017,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08631,178285.344,549756.8,도로,huff_2yr,J41,0.048,21.904,21.914,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08632,178297.6,549770.438,도로,huff_2yr,J41,0.0002,1.52,1.316,0.408,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08647,178769.563,549755.9,도로,huff_2yr,J70,0.0453,21.273,21.295,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08648,178786.469,549757.4,도로,huff_2yr,J73,0.0555,23.548,23.569,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08652,178920.9,549770.9,도로,huff_2yr,J80,0.0023,4.823,4.769,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08653,178943.719,549769.6,도로,huff_2yr,J80,0.0121,10.983,11.017,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08654,178973.516,549768.1,도로,huff_2yr,J81,0.0209,14.466,14.448,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08655,179005.859,549758.75,도로,huff_2yr,J81,0.0621,24.923,24.917,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08656,179023.531,549757.6,도로,huff_2yr,J81,0.0377,19.411,19.422,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08717,177874.516,549729.4,도로,huff_2yr,J40,0.0146,12.095,12.071,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08718,177884.891,549725.75,도로,huff_2yr,J40,0.0458,21.392,21.41,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08730,178264.984,549717.4,도로,huff_2yr,J43,0.0056,7.477,7.49,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08731,178276,549727.563,도로,huff_2yr,J43,0.0453,21.275,21.293,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08747,178766.953,549726,도로,huff_2yr,J70,0.0609,24.683,24.673,0.423,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08748,178783.953,549727.7,도로,huff_2yr,J73,0.0401,20.037,20.013,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08755,179007.266,549726.1,도로,huff_2yr,J75,0.0593,24.345,24.358,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08756,179021.188,549728.25,도로,huff_2yr,J75,0.0233,15.274,15.255,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08817,177876.4,549707.25,도로,huff_2yr,J40,0.0015,3.899,3.847,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08818,177888.031,549696.4,도로,huff_2yr,J42,0.0601,24.509,24.522,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08830,178260.516,549694.438,도로,huff_2yr,J43,0.0369,19.217,19.202,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08831,178271.047,549702.5,도로,huff_2yr,J43,0.016,12.654,12.644,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08846,178746.563,549683.938,도로,huff_2yr,J72,0.0006,2.465,2.434,0.442,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08847,178763.328,549696.063,도로,huff_2yr,J72,0.0826,28.737,28.743,0.433,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08848,178781.1,549698.9,도로,huff_2yr,J73,0.0221,14.868,14.864,0.429,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08855,179004.922,549696.2,도로,huff_2yr,J75,0.0733,27.076,27.072,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08856,179018.953,549701.438,도로,huff_2yr,J75,0.0082,9.066,9.045,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08918,177893.125,549666.6,도로,huff_2yr,J42,0.0628,25.058,25.062,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08930,178251.688,549666.7,도로,huff_2yr,J43,0.0509,22.562,22.56,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08946,178743.688,549663.1,도로,huff_2yr,J72,0.0179,13.386,13.372,0.434,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08947,178761.969,549666.9,도로,huff_2yr,J72,0.0887,29.788,29.777,0.434,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08948,178778.547,549675.3,도로,huff_2yr,J73,0.004,6.293,6.356,0.436,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08954,178986.625,549655.2,도로,huff_2yr,J75,0.0009,2.955,3.046,0.422,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08955,179001.469,549666.9,도로,huff_2yr,J75,0.0797,28.223,28.239,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD08956,179017.219,549681.438,도로,huff_2yr,J75,0,0.244,0,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09018,177897.516,549637.5,도로,huff_2yr,J42,0.0571,23.888,23.903,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09019,177908.766,549630.25,도로,huff_2yr,J42,0.0061,7.807,7.814,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09029,178233.516,549631.563,도로,huff_2yr,J43,0.0163,12.762,12.772,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09030,178243.422,549639.2,도로,huff_2yr,J43,0.0346,18.606,18.596,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09046,178739.078,549635.063,도로,huff_2yr,J69,0.0469,21.649,21.664,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09047,178759.172,549637.563,도로,huff_2yr,J76,0.0712,26.689,26.678,0.424,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09054,178984.938,549633.75,도로,huff_2yr,J75,0.012,10.962,10.947,0.434,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09055,178998.4,549637.25,도로,huff_2yr,J75,0.0671,25.897,25.91,0.428,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09118,177902.313,549611.3,도로,huff_2yr,J42,0.0227,15.055,15.078,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09119,177914.688,549602.7,도로,huff_2yr,J42,0.0369,19.201,19.218,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09129,178228.047,549605.8,도로,huff_2yr,J43,0.0451,21.231,21.243,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09130,178239.109,549616.6,도로,huff_2yr,J43,0.0044,6.643,6.624,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09137,178476.141,549592.438,도로,huff_2yr,J60,0.0003,1.84,1.63,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09138,178495.25,549598.2,도로,huff_2yr,J60,0.0327,18.081,18.085,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09139,178522.219,549602.4,도로,huff_2yr,J60,0.0442,21.019,21.029,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09140,178552.172,549606.3,도로,huff_2yr,J60,0.0448,21.154,21.178,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09141,178582.016,549609.938,도로,huff_2yr,J60,0.0432,20.774,20.795,0.431,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09142,178611.938,549613.3,도로,huff_2yr,J69,0.04,20.01,19.99,0.4,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09143,178642.328,549607.938,도로,huff_2yr,J69,0.0372,19.299,19.276,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09144,178669.781,549597.75,도로,huff_2yr,J69,0.0298,17.249,17.276,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09145,178692.563,549593.063,도로,huff_2yr,J69,0.0027,5.189,5.203,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09146,178734.109,549605.75,도로,huff_2yr,J69,0.0774,27.828,27.814,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09147,178754.859,549608.2,도로,huff_2yr,J76,0.0448,21.163,21.169,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09154,178982.719,549605.4,도로,huff_2yr,J75,0.0261,16.163,16.148,0.436,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09155,178995.828,549607.438,도로,huff_2yr,J75,0.0515,22.691,22.696,0.442,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09218,177907,549591.3,도로,huff_2yr,J42,0,0.566,0,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09219,177925.734,549580.3,도로,huff_2yr,J42,0.0521,22.827,22.824,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09220,177945.313,549569.438,도로,huff_2yr,J42,0.0285,16.868,16.896,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09228,178206.031,549564.5,도로,huff_2yr,J46,0.0015,3.808,3.939,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09229,178218.078,549577.063,도로,huff_2yr,J46,0.0469,21.655,21.658,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09237,178469.391,549573.75,도로,huff_2yr,J59,0.0379,19.465,19.471,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09238,178485.047,549584.563,도로,huff_2yr,J60,0.0254,15.927,15.948,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09244,178680.047,549588.6,도로,huff_2yr,J69,0.0098,9.894,9.905,0.402,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09245,178705.438,549580.063,도로,huff_2yr,J61,0.052,22.81,22.797,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09246,178732.172,549576.7,도로,huff_2yr,J61,0.09,30,30,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09247,178757.391,549572.4,도로,huff_2yr,J62,0.0452,21.258,21.263,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09248,178781.422,549563.4,도로,huff_2yr,J62,0.0032,5.701,5.613,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09254,178980.4,549575.8,도로,huff_2yr,J68,0.0402,20.057,20.043,0.434,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09255,178993.25,549577.75,도로,huff_2yr,J68,0.0359,18.95,18.945,0.434,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09319,177936.2,549560.75,도로,huff_2yr,J42,0.0004,2.016,1.984,0.3,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09320,177955.484,549552.1,도로,huff_2yr,J45,0.046,21.443,21.452,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09321,177980.8,549541.25,도로,huff_2yr,J45,0.0501,22.385,22.381,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09322,178005.656,549535.4,도로,huff_2yr,J45,0.014,11.838,11.826,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09328,178201.75,549543.5,도로,huff_2yr,J46,0.0287,16.936,16.946,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09329,178211.516,549550.7,도로,huff_2yr,J46,0.0214,14.635,14.622,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09336,178446.625,549533.2,도로,huff_2yr,J59,0.0004,1.914,2.09,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09337,178459.8,549546.75,도로,huff_2yr,J59,0.051,22.574,22.592,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09345,178707.953,549545.1,도로,huff_2yr,J61,0.0535,23.14,23.12,0.423,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09346,178730.141,549547.9,도로,huff_2yr,J61,0.0764,27.632,27.649,0.403,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09347,178766.172,549557.9,도로,huff_2yr,J62,0.0187,13.683,13.667,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09348,178794.313,549549.563,도로,huff_2yr,J63,0.0525,22.92,22.906,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09349,178811.9,549543.5,도로,huff_2yr,J63,0.0196,14.005,13.995,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09354,178978.063,549546.063,도로,huff_2yr,J68,0.0543,23.31,23.295,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09355,178990.734,549548.6,도로,huff_2yr,J68,0.0203,14.26,14.236,0.427,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09421,177990.719,549528.75,도로,huff_2yr,J45,0.0086,9.249,9.298,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09422,178014.188,549523.438,도로,huff_2yr,J45,4.62E-02,21.485,21.503,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09423,178041.969,549514.75,도로,huff_2yr,J45,0.0599,24.47,24.479,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09424,178069.875,549508.1,도로,huff_2yr,J45,0.0359,18.945,18.95,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09425,178093.047,549503.9,도로,huff_2yr,J47,0.0057,7.537,7.563,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09428,178194,549516.5,도로,huff_2yr,J46,0.0522,22.84,22.855,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09429,178207.641,549530.438,도로,huff_2yr,J46,0.0003,1.608,1.866,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09436,178442.8,549512.8,도로,huff_2yr,J59,0.0219,14.802,14.795,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09437,178452.719,549519.438,도로,huff_2yr,J59,0.0302,17.376,17.38,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09444,178685.547,549506,도로,huff_2yr,J61,0.0032,5.624,5.69,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09445,178703.016,549516.063,도로,huff_2yr,J61,0.0845,29.065,29.073,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09446,178724.188,549519.1,도로,huff_2yr,J62,0.039,19.75,19.747,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09448,178797.844,549515.8,도로,huff_2yr,J63,0.0454,21.302,21.313,0.404,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09449,178808.969,549526.938,도로,huff_2yr,J63,0.0038,6.202,6.127,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09454,178975.688,549516.25,도로,huff_2yr,J68,0.0681,26.105,26.087,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09455,178988.563,549523.6,도로,huff_2yr,J68,0.0051,7.108,7.175,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09523,178054.391,549500.6,도로,huff_2yr,J45,0.0013,3.66,3.552,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09524,178075.391,549496.563,도로,huff_2yr,J45,0.027,16.429,16.434,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09525,178103.125,549490.7,도로,huff_2yr,J47,0.0589,24.262,24.277,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09526,178131.109,549482.2,도로,huff_2yr,J47,0.0581,24.102,24.106,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09527,178162.734,549478.25,도로,huff_2yr,J47,0.035,18.703,18.714,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09528,178186.063,549486.3,도로,huff_2yr,J47,0.0509,22.56,22.562,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09536,178436.75,549486.063,도로,huff_2yr,J59,0.0501,22.375,22.391,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09537,178448.688,549497.563,도로,huff_2yr,J59,0.0028,5.307,5.276,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09544,178681.375,549484,도로,huff_2yr,J61,0.0317,17.813,17.796,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09545,178701.547,549487.2,도로,huff_2yr,J61,0.0859,29.304,29.313,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09546,178719.4,549496.4,도로,huff_2yr,J62,0.0054,7.32,7.377,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09547,178775.984,549474.9,도로,huff_2yr,J63,0.0017,4.14,4.106,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09548,178787.828,549487.1,도로,huff_2yr,J63,0.0474,21.783,21.76,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09553,178956.828,549473.2,도로,huff_2yr,J68,0.0002,1.511,1.324,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09554,178971.469,549486.7,도로,huff_2yr,J68,0.0726,26.943,26.946,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09626,178140.328,549469.063,도로,huff_2yr,J47,0.0081,9.011,8.989,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09627,178165.688,549458.8,도로,huff_2yr,J47,0.0627,25.037,25.043,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09628,178193.078,549458.7,도로,huff_2yr,J47,0.0766,27.676,27.677,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09629,178220.9,549453.4,도로,huff_2yr,J47,0.0686,26.2,26.183,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09630,178249.609,549447.8,도로,huff_2yr,J47,0.0338,18.397,18.373,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09631,178271.9,549443.5,도로,huff_2yr,J47,0.0039,6.233,6.257,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09635,178415.344,549446.563,도로,huff_2yr,J48,0.0041,6.365,6.441,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09636,178427.125,549457.5,도로,huff_2yr,J48,0.0496,22.272,22.27,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09644,178675.969,549455.4,도로,huff_2yr,J61,0.0658,25.656,25.647,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09645,178696.641,549458.1,도로,huff_2yr,J62,0.0552,23.502,23.487,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09647,178771.984,549453.6,도로,huff_2yr,J63,0.0277,16.638,16.649,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09648,178781.484,549460.6,도로,huff_2yr,J63,0.0214,14.635,14.622,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09653,178954.453,549452.8,도로,huff_2yr,J68,0.0136,11.661,11.663,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09654,178967.828,549457.3,도로,huff_2yr,J68,0.0636,25.22,25.218,0.418,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09726,178147.109,549411.9,도로,huff_2yr,J49,0,0.248,0,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09727,178161.328,549426.75,도로,huff_2yr,J49,0.0524,22.893,22.889,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09728,178206.188,549441.3,도로,huff_2yr,J47,0.0002,1.294,1.546,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09729,178226.359,549437.438,도로,huff_2yr,J47,0.0207,14.38,14.395,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09730,178253.734,549432.2,도로,huff_2yr,J47,0.0552,23.502,23.487,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09731,178282.141,549426.6,도로,huff_2yr,J47,0.0807,28.414,28.401,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09732,178310.578,549421.063,도로,huff_2yr,J48,0.0542,23.29,23.272,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09733,178337.7,549415.8,도로,huff_2yr,J48,0.0194,13.944,13.913,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09734,178357.766,549411.938,도로,huff_2yr,J48,0.0001,0.775,1.29,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09735,178411.125,549424.2,도로,huff_2yr,J48,0.0335,18.302,18.304,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09736,178421.391,549430.6,도로,huff_2yr,J48,0.0209,14.471,14.443,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09743,178654.188,549419.6,도로,huff_2yr,J57,0.0107,10.324,10.364,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09744,178672.3,549426.563,도로,huff_2yr,J57,0.0893,29.875,29.891,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09745,178691.813,549429.7,도로,huff_2yr,J57,0.0248,15.756,15.74,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09747,178764.578,549426.5,도로,huff_2yr,J63,0.0496,22.282,22.26,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09748,178777.672,549440.4,도로,huff_2yr,J63,0.0003,1.718,1.746,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09753,178951.234,549425.2,도로,huff_2yr,J68,0.0346,18.6,18.602,0.409,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09754,178965.25,549427.5,도로,huff_2yr,J68,0.048,21.915,21.903,0.408,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09826,178143.375,549391.9,도로,huff_2yr,J49,0.0174,13.198,13.184,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09827,178153.609,549397.938,도로,huff_2yr,J49,0.0364,19.09,19.068,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09831,178292.234,549409.8,도로,huff_2yr,J48,0.0042,6.494,6.468,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09832,178314.688,549405.5,도로,huff_2yr,J48,0.0344,18.534,18.56,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09833,178343.438,549400,도로,huff_2yr,J48,0.0689,26.25,26.248,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
SD09834,178371.063,549394.4,도로,huff_2yr,J48,0.0744,27.272,27.281,0.438,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
